_id,address,gender,salary,valuta,age,position,about_me,category,specialization,resume_link
5f9a56ee92b8e1cad7253b2a,Москва,Мужчина,,,27,Frontend-разработчик,,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/ba8abd7d0002a032120039ed1f4331754d574d?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ee92b8e1cad7253b2b,Москва,Мужчина,,,42,Java-разработчик,Мой код на GitHub:https://github.com/OhMyCodeVVR,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/1b26b31a00037ce1a20039ed1f744975526a39?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ee92b8e1cad7253b2c,Москва,Мужчина,70000,руб.,25,Финансовый менеджер,"Нацеленность на результат, коммуникабельность, прекрасная обучаемость и желание учиться новому, умение
работать в условиях ограниченного времени, многозадачность, гибкость мышления,
стрессоустойчивость, умение добиваться поставленных задач, амбициозность.","Бухгалтерия, управленческий учет, финансы предприятия","[""Финансовый менеджмент"",""Экономист""]",https://hh.ru/resume/0c2ffd6d00086fd4c30039ed1f6e58666d744c?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ef92b8e1cad7253b2d,Москва,Женщина,,,29,Специалист ИТ,"Аналитический склад ума, внимательна к деталям, ответственная, умение работать в команде, грамотная письменная и устная речь, умение работать в режиме многозадачности, нацеленность на результат, желание развиваться и узнавать новое.","Информационные технологии, интернет, телеком","[""Системный администратор"",""Системы автоматизированного проектирования"",""Поддержка, Helpdesk""]",https://hh.ru/resume/162e34860006422d6d0039ed1f667679476767?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ef92b8e1cad7253b2e,Москва,Мужчина,130000,руб.,36,Web - программист / Ведущий программист / Битрикс программист,"http://ya-bitrix.ru/

Основные навыки:
- профессиональный пользователь ПК
- знание PHP, MySQL, 1C, AJAX, JavaScript, HTML, CSS, 1С-Bitrix 

Личностные качества:
Не консервативен, люблю развиваться, общителен, компанейский человек, люблю  то — чем занимаюсь.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Управление проектами"",""Web мастер""]",https://hh.ru/resume/f5d862ed00012488ba0039ed1f706e49326977?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f092b8e1cad7253b2f,Липецк,Мужчина,150000,руб.,29,Бизнес-аналитик; Руководитель проекта; Руководитель ИТ подразделения,"Навыки:

Уверенное знание функциональности типовых конфигураций 1С (БП, Документооборот, УПП,УСХП, ЗУП, УТ, ERP2.X, КА и т.д.).
Опыт внедрения 1С: Управление торговлей, складом,
Опыт внедрения 1C ERP.
Опыт программирования на обычных и управляемых формах.
Опыт руководства проектом внедрения систем автоматизации бизнес-процессов со стороны заказчика.
Опыт работы с конвертацией данных.
Опыт написания правил обмена.
Сертификаты 1С:Специалист по платформе. 1С Профессионал «1С:ERP Управление предприятием 2»
Умение писать правила обмена с использование технологий XML.
Знание устройства ЛВС
Построение IT-ландшафта предприятия с нуля
Интеграция СКУД.","Информационные технологии, интернет, телеком","[""Управление проектами""]",https://hh.ru/resume/0f4be5b80004aff46b0039ed1f31396b426366?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f092b8e1cad7253b30,Moscow,Male,3000,USD,26,"Web-developer (back-end: Symfony 4 и 5, 1C Bitrix, Yii2, ForTests, PDF_EN)","Я 3 года занимаюсь разработкой сайтов и web-приложений на PHP (Symfony 4, Yii2, 1С-Битрикс). 
Имею профильное образование по направлению Информационные Cистемы и Nехнологии (ТюмГУ).


Знание языков/технологий по части Back-end:
• PHP
   - знание и применение возможностей PHP7","IT, Internet, Telecom","[""Software Development"",""Computer Aided Design Systems"",""Web master""]",https://hh.ru/resume/467030f600086fa3f90039ed1f7a5a5064455a?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f192b8e1cad7253b31,Москва,Мужчина,120000,руб.,34,Javascript программист,"Я коммуникабельный и активный, имею здоровое чувство юмора, не боюсь трудностей, по жизни оптимист, эффективно планирую своё время, легко нахожу контакт с людьми. Люблю и умею работать в команде, стремлюсь к профессиональному развитию. Человек я, семейный, поэтому ответственный! Увлекаюсь спортивным туризмом и рыбалкой.
Мой репозитарий 
https://github.com/Alexsei
https://bitbucket.org/AlekseiV/","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Тестирование"",""Стартапы""]",https://hh.ru/resume/909a51fc0002f5cb2e0039ed1f35566c544352?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f192b8e1cad7253b32,Москва,Женщина,,,63,"Методолог 1С, финансовый учет (БУ/НУ/УУ)","Аналитический склад ума, системный подход, ответственность, умение работать в команде с консультантами и программистами, инициативность и умение аргументировать свою позицию",Консультирование,"[""Информационные технологии"",""Корпоративные финансы""]",https://hh.ru/resume/c493f32f00027e224a0039ed1f6f7349613539?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f292b8e1cad7253b33,Новый Уренгой,Мужчина,,,25,Системный администратор,"Ответственный, пунктуальный. В последние годы проходил обучение без возможности работать.

Есть неофициальный опыт работы системным администратором 1 год. На прошлой работе занимался устранением неполадок ПК, заменой комплектующих, установкой ОС семейства Windows, внедрением различного ПО, настройкой локальной сети, настройкой роутеров","Начало карьеры, студенты","[""Маркетинг, Реклама, PR"",""Информационные технологии, Интернет, Мультимедиа"",""Продажи""]",https://hh.ru/resume/666fcb3200052a15b00039ed1f4f304478354b?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f292b8e1cad7253b34,Москва,Мужчина,,,27,Data Analyst / Data Scientist,"The most interesting fields: recommendation systems, bioinformatics, computer vision","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Администратор баз данных"",""Аналитик""]",https://hh.ru/resume/e4cf189d00021fdb590039ed1f42446e717436?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f392b8e1cad7253b35,Москва,Мужчина,160000,руб.,45,"PHP-программист, ведущий PHP-программист","PHP, MySQL (проектирование структуры БД, сложные запросы, триггеры, процедуры), Gitflow, PostgreSQL, HTML, CSS, JQuery, Jira/Confluence (ведение документации по проектам), Redmine , Drupal,  Yii2 Framework, верстка, есть опыт собственных разработок на PHP -  www.lavkaruk.ru, разработки сайтов с нуля на Drupal 7, опыт поддержки сайтов на CMS 1C Bitrix (www.gorbushkin.ru , www.filion.ru , www.avddolg.ru), опыт поддержки сайтов на CMS Joomla (www.rubin.ru),знание графического пакета Adobe, основ прототипирования сайтов (Axure).  Cистема контроля версий: GIT (работа в команде), TortoiseSVN. Имею сертификат Центра Безопасности Информации по курсу ""Техническая защита конфиденциальной информации"". Имею опыт руководящей работы (команда из 4-разработчиков) работы с конфиденциальной информацией, опыт работы с базами данных. Стрессоустойчивость, коммуникабельность и быстрая обучаемость.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web мастер""]",https://hh.ru/resume/4e5dca1b0000065aa30039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f392b8e1cad7253b36,Москва,Мужчина,,,39,Руководитель проектов 1C,"Личные качества: ответственный, порядочный, трудоголик, внимательный. Аналитический склад ума. Предпочитаю системный подход. 

Хобби: бильярд, настольный теннис. Играю в шахматы.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Управление проектами""]",https://hh.ru/resume/fd7f44160003b865bd0039ed1f3467706d7948?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f392b8e1cad7253b37,Москва,Мужчина,80000,руб.,32,Программист-разработчик,"Проработал исправно в одной компании (до сих пор) практически без отпусков более 7 лет. Никакого развития за это время, собственно, не получил, оттого ищу варианты только с адекватными перспективами. Готов учиться, но вертикально, а не только в горизонтальной плоскости. Хочу иметь мастеров-учителей, пред которыми мой дух склонится (словно по Канту) и приобретение новых навыков будет происходить с удовольствием. Реально оцениваю свою нужность как... В общем, не смотря на самокритику и понимание ""уровня"", прошу не предлагать ""пусто-порожнее"" и очередной вариант ""на месте без роста"". Умею ценить людей за мастерство, а не возраст и мнимую мудрость, и тем более бумажную должность (посаженные на княжение). Готов беззаветно работать под управлением хоть подростка, если он талант и гений. В свою очередь предложу отдачу и верность идеалиста (светского разумеется).
Очень интересуют интересные проекты, многопрофильная работа, огромное желание скопилось за годы ""ну как у всех болтиков системы"" ощутить причастность к продуктивному интересному труду.

Выражаю эмоции через тексты, примеры:
https://www.icloud.com/pages/000ZNOtTXOVONcoSfysyKbZow#%D0%9F%D1%80%D0%BE%D0%B3%D1%83%D0%BB%D0%BA%D0%B0_%D1%81_%D0%96%D0%B8%D0%B7%D0%BD%D1%8C%D1%8E
https://www.icloud.com/pages/0QTpMScsrzVkS3zaCBGGaHMMQ#%D0%A8%D0%B0%D0%B3
https://www.icloud.com/pages/000E7sDyAq9tNKx3WTpo4Epug#%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D1%8F%D1%8F_%D0%BF%D1%80%D0%BE%D1%81%D1%8C%D0%B1%D0%B0.","Начало карьеры, студенты","[""Информационные технологии, Интернет, Мультимедиа""]",https://hh.ru/resume/34526f240006124fbe0039ed1f434235457a33?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f492b8e1cad7253b38,Москва,Мужчина,,,29,Html-верстальщик / Junior Frontend-разработчик,"Ответственный, аккуратный, без вредный привычек, готов к самообучению.

1. Инструменты разработки:
Adobe Photoshop, PSPad, JetBrains PhpStorm, Notepad++, Sublime Text 3, Figma, Zeplin.
2. Учётные системы
1С:Предприятие
3. Языки описания и преобразования данных
XML, HTML (XHTML, HTML5), CSS (CSS3)
4. Языки программирования
PHP, JavaScript, JQuery
5. Препроцессоры и сахарная разработка:
Jade (pug), Stylus, Sass, Coffescript
6. Опыт работы с CMS: OSG, Bitrix, WordPress, Amiro, Modx, Xoops, Joomla, Самописные.
7. Виртуальные студии, секвенсоры и аудиоредакторы
Cubase, Cockos Reaper

- Кроссбраузерная адаптивная валидная верстка, по БЭМ методологии;
- Могу работать с Bootstrap;
- Использую node.js, git;
- Сборщик gulp;
- есть опыт интеграции с wordpress.

Портфолио:
https://mintercoins.ru/
https://minter.review/
https://sindikatbar.000webhostapp.com/ - (Разработка концепции, Дизайн, Верстка, Интеграция с wordpress, Развертывание на тестовом хостинге, Развертывание на рабочем хостинг (в процессе))
https://semyon-ter.github.io/sova_main/ - верстка CRM (desktop, без адаптива)
https://semyon-ter.github.io/seller7_main/ - верстка CRM
https://roots-store.ru/
https://tenderist.ru/
https://fixgarden.ru/
https://www.buhclear.ru/
https://msto.me/
https://hitechvilla.ru/
https://julliflo.ru/
http://jivayasreda.ru/
https://xn----9sbegebawbcayyibfelen8duj.xn--p1ai/
https://site1.module.bz/
http://robbo.ru/
http://xn--80atdjcgy5f.xn--p1ai/

Ссылки на другие примеры моей работы вышлю по запросу.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""CRM системы"",""Web мастер""]",https://hh.ru/resume/1044c57f000150f54d0039ed1f784177725a7a?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f592b8e1cad7253b39,Москва,Мужчина,90000,руб.,31,Программист-аналитик,"Высокая работоспособность, быстрая и самостоятельная обучаемость, целеустремленность, работа в команде, нацеленность на результат. Отслужил в армии 1 год ВВ МВД РФ. Первые полгода в в/ч 6760, в последующем, в связи с расформированием отряда, перевели в Главное командование по Северному Кавказу в/ч 7405.Был диспетчером в Главном командовании авиации МВД и формировал заявки на авиаперелеты в специализированном ПО. 
В 2016 году прошел курсы SQL В учебном центре ""Специалист"".
Изучаю C#, SQL.
Навыки администрирования Linux на базовом уровне, разворачивал SAS Viya на red hat сингл машине.
Также увлекаюсь музыкой и спортом. Играю на бас-гитаре, занимаюсь футболом, баскетболом и шахматами.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Администратор баз данных"",""Аналитик""]",https://hh.ru/resume/3165813a00026b83950039ed1f6b7a634b5537?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f592b8e1cad7253b3a,Москва,Женщина,,,23,Аналитик,"Целеустремлённость, трудолюбие, ответственность, коммуникабельность, активность, настойчивость в достижении поставленных целей, чёткая организация труда, умение быстро овладевать новыми областями знаний, умение работать в команде, умение вести переговоры, инженерно-аналитический склад ума.
Воспринимаю сложные задачи как ценный опыт, прилагаю максимум усилий для достижения
поставленных целей.
Стараюсь получать максимально много новых знаний и участвовать во всех проектах для закрепления компетенций.","Информационные технологии, интернет, телеком","[""Системы управления предприятием (ERP)"",""Аналитик""]",https://hh.ru/resume/03cd5ea500031ad8b50039ed1f6a3147445831?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f692b8e1cad7253b3b,Москва,Мужчина,75000,руб.,28,Программист,"Сосредоточенность, стрессоустойчивость, целеустремленность, внимательность, быстрая обучаемость, коммуникабельность и позитивный настрой!

Как хобби:
Работаю в звукозаписывающих программах : Pro Tools 11, Cubase 5. Опыт работы с музыкантами 3 года, так же занимаюсь аранжировкой и созданием минусов. Стажировался в студии ""ААС MEDIA"" пол года.
Люблю играть на гитаре/бас гитаре/электро гитаре/пианино.

профессиональный пользователь ПК
умение проектировать информационные системы, реляционные базы данных(MySQL server, Microsoft Access)
разработка новых модулей и их внедрение, SQL
написание программ для персональных компьютеров (ПК) на языках: Бейсик, Паскаль, Delphi, HTML (JavaScript)
знание PHP,HTML5 SQL, JavaScript, Visual Basic, VBScript, C, C++, Java, Object Pascal.

Пример моей работы по созданию сайта : http://morkowsound.ru/","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/e351780c00017741a40039ed1f416357464145?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f692b8e1cad7253b3c,Москва,Мужчина,,,37,Руководитель отдела IT,"- реализация крупных проектов по автоматизации бизнес-процессов на базе 1С для компаний из различных отраслей бизнеса, разработка функционала ""с нуля"";
- доработка типовых и нетиповых конфигураций;
- управление командами разработчиков, в том числе контроль работы подрядчиков;
- опыт эффективного взаимодействия с большим количеством подразделений и пользователей;
- опыт работы с 1С ERP 2.0, Управление торговлей 11.1, Розница 1\2, УПП, Бухгалтерия, ЗУП, Комплексная автоматизация;
- конвертация данных (XML), обмен данными (web-сервисы, УРБД, DBF, txt, OLE), написание внешних компонент (Delphi).","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""CTO, CIO, Директор по IT""]",https://hh.ru/resume/381387d6000578af1d0039ed1f696a58753067?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f792b8e1cad7253b3d,Москва,Мужчина,,,24,Web-программист,"Важно! 
Рассматриваю удаленную работу/подработку.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/2b8a9b1e00039799b90039ed1f4d5842376549?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f792b8e1cad7253b3e,Москва,Мужчина,100000,руб.,24,IOS разработчик,"Занимаюсь разработкой iOS приложений с использованием языка Swift более 4 лет. Открыт ко всему новому.

Имею опыт работы с REST API, HTTP, JSON, Alamofire, Realm, CoreData.

Знание классов основных библиотек.

Понимание основных принципов проектирования IOS приложений.

Опыт разработки клиент-серверных приложений.

Так же есть опыт работы в Photoshop, illustration.

Способность изучать новые технологии.

Ответственный подход к работе.

Способность работать в команде.","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/4d4a18120003687fa00039ed1f483431333279?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f892b8e1cad7253b3f,Владивосток,Мужчина,100000,руб.,28,Ruby On Rails программист,"Middle Ruby On Rails разработчик.  Дорабатываю, поддерживаю и разрабатываю плагины для Redmine в rmplus.pro под крылом Холдинг ""Монастырёв"". 

Дополнительные курсы и тренинги
hexlet - Бэкенд JS-программист (node.js)
thinknetica - Профессиональная разработка на Ruby on Rails
Udemy - The Web Developer Bootcamp.

В основном уделяю свое время работе и саморазвитию в рабочих направлениях, трудоголик. Объективно воспринимаю конструктивную критику и стараюсь смотреть на ситуацию с разных сторон. 
То немногое время что остается на хобби распределяю между чтением, походами, приготовлением еды, уходу за своими любимыми растениями: туя и лимон. Очень редко, занимаюсь сборным моделизмом. 
","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/8ea018e30005c159250039ed1f683135693849?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f892b8e1cad7253b40,Москва,Мужчина,123456,руб.,48,"[2дн.в нед.ONLY!строго! з/п-за 5/7] Кодирующий (ПиэЛь) аналитик -эксперт(SQL) по ИСУБД ""Новая Афина""","Языки программирования (преимущественно классические процедурные/директивные [ЯВУ]): Pascal (Borland/Object-), Fortran, (Q-)BASIC (не VBA!), Focal, PL/1, LISP, FORTH;

  [= <сноска> !!! Рабочий - native :) - язык: PL/SQL (ORACLE) ]

СУБД (реляционные, SQL): настольные (FoxPro /xBase, MS Access) и промышленные (ORACLE  (IDE: TOAD, *SQL Developer)).

RAD (ООП): Delphi - особо нет практического опыта разработки...

СПС (ПП): Консультант+

GroupWare (CSCW):  IBM Lotus Notes, Novell GroupWise, MS Exchange

Представление о ERP-, ECM- и CRM-системах (и вообще, в целом - BPM; BI/BA-решения/инструментарий; OLAP/OLTP, DWH (ETL / ELT)).

ITIL/ITSM (в общих чертах - на концептуально-идеологическом, эвристическом уровне)

Имеется опыт научно-исследовательской работы (в университете), а также опыт в области учебно-методической и как таковой педагогической деятельности (в т.ч. приём конкурсных экзаменов в университет, участие в проведении олимпиад школьников, ведение - в МТУСИ - лабораторных практикумов по информатике/программированию и вычислит. математике/""ЧМам"", чтение углублённого курса в школе, составление задач). Помимо этого, попутно (практически в этот же самый период) приходилось участвовать в организации и проведении научных (в т.ч. международных) конференций (от ""чисто сугубо технического"" содействия до собственно полноправного участия в соответствующих секциях - в ипостаси... подрастающего представителя элиты научного сообщества, слушателя, содокладчика/соавтора).

P.S.
См. - если что - ещё и (выше) матрицу-шахматку навыков ключевых","Информационные технологии, интернет, телеком","[""Банковское ПО"",""Поддержка, Helpdesk"",""Аналитик""]",https://hh.ru/resume/1c553f4700084e9f640039ed1f437965383765?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f892b8e1cad7253b41,Звенигород,Мужчина,70000,руб.,48,Frontend-разработчик,"Активно развивающийся frontend-разработчик. Всевозможными способами погружаюсь в сферу IT: чтение технической литературы, просмотр лекций и докладов. Увлекаюсь компьютерной техникой и технологиями. 

Профессионально занимался ремонтом и обслуживанием бытовой радиоэлектроники и компьютерной техники. 
Занимался администрированием компьютерных сетей и программированием.

Личные качества: способность к обучению, целеустремленность, ответственность, пунктуальность, желание работать на благо фирмы, жизненный опыт.

P.S. Пробег в резюме указан реальный, если кому надо - могу скрутить (написать поменьше). В серьёзных авариях не был, на теле только небольшие сколы - следы эксплуатации. Всё что должно работать - работает! Мозги думают, ноги ходят, руки кнопки нажимают, глаза видят (иногда засматриваются, отвлекая мозги от умных мыслей). Остальные функции тоже в норме. Юридически чист. Кредитов не имею. Берите, не пожалеете! Я ещё долго смогу работать!","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/f0e6f06300020da3610039ed1f327675346365?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f992b8e1cad7253b42,Москва,Мужчина,,,22,Web-программист,"• Целеустремленный
• Быстрообучаемый
• Коммуникабельный
• Стрессоустойчивый
• Инициативный

Имеется опыт работы в командировках.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/7157f2720003e024000039ed1f65594b4c7673?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56f992b8e1cad7253b43,Москва,Мужчина,110000,руб.,33,Разработчик электроники / Embedded,"Самостоятельность, быстрая обучаемость. 
С 2011 по 2013 обучался в аспирантуре на кафедре электронных приборов. Разрабатывал генератор наносекундных импульсов, проводил лабораторные работы.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/793c34d40008451a700039ed1f745969683766?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56fa92b8e1cad7253b44,Москва,Мужчина,60000,руб.,25,Junior frontend-разработчик,"Увлекаюсь информационными технологиями со старших классов школы. На 3 курсе покинул университет по собственному желанию, с тех пор занимаюсь фрилансом. На данный момент хочется более глубокого опыта разработки и стабильности. В дальней перспективе — fullstack.

HTML:
• Семантическая и доступная верстка (под скринридеры)
• Адаптивность
• БЭМ-нотация
• Шаблонизатор (Pug)

CSS:
• Препроцессоры (SASS, Stylus)
• Постпроцессор (PostCSS)
• Flexbox/Grid
• Знаком c Bootstrap

JavaScript:
• VanillaJS (ES5/6)
• Gulp (ленивые таски, инкрементальная сборка) + npm
• Знаком с Webpack, React/Vue, jQuery

Прочее:
• Git (Flow)
• Опыт взаимодействия с VCS (GitHub/GitLab/Bitbucket)
• Опыт работы с языками программирования: PHP, SQL, Python, С#, Prolog, 1С
• Опыт работы с ПО: JetBrains (WebStorm/PHPStorm/PyCharm), Adobe (Photoshop/Illustrator), ftp-клиенты
• Опыт интеграции сторонних сервисов (reCAPTCHA, Яндекс.Карты и т.д.)
• Взаимодейстовал с Apache, Django

Для оценки качества моего кода я создал страницу с аналогичным резюме: https://gitkhab.ru/cv/
Непосредственно код можно просмотреть в репозитории: https://github.com/GitKhab/gitkhab.ru","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/c925b54a00085cae6d0039ed1f546c64423353?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56fa92b8e1cad7253b45,Москва,Мужчина,150000,руб.,38,Руководитель проектов по внедрению /Руководитель отдела внедрения,"Коммуникабельность, оптимизация времени выполнения задач.
Опыт ведения проектов в по методу PMbok, так и по Agile. Знание стандартных нотаций: IDEF,eEPC  и стандартны блок- схемы в Visio.","Информационные технологии, интернет, телеком","[""Консалтинг, Аутсорсинг"",""Системы управления предприятием (ERP)"",""Управление проектами""]",https://hh.ru/resume/a704acb0000047935f0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56fa92b8e1cad7253b46,Москва,Мужчина,150000,руб.,38,Программист PHP,"Специализация и профессиональные навыки:

    PHP 4/5/7 (уверенное знание)
    Python (начальный уровень)
    Golang (в списке todo)

Работа с СУБД:

    MySQL (уверенное знание: index, join, triggers, functions, procedure)
    MSSQL (большая практика, в основном с 2000 сервером)
    PostgreSQL (небольшой опыт на уровне записи, чтения данных)
    OpenLink Virtuoso (SPARQL, RDF query language)
    Redis (hashes, keys, sets, lists, pub/sub)

Вёрстка и в целом frontend:

    CSS (базовые знания, в том числе LESS, SASS)
    Javascript (базовые знания, в том числе JQuery)
    Bootstrap, Material design
    Знаком, и при необходимости использую gulp, webpack, grunt

Работа с framework:

    Yii (1, 2) - несколько рабочих проектов разной сложности
    ZF (1) - небольшой опыт
    Symfony - начальный уровень, отдельные компоненты
    Django - начальный уровень, беглое знакомство

""Шанцевый инструмент"":

    xdebug
    composer, npm
    git, hg, svn
    Sphinx
    Gearman, RabbitMQ (enqueue/amqp-bunny)
    Memcached, Redis
    Codeception, phpunit, phpbench
    Docker
    Jira, gitlab, github, bitbucket, slack, hubstaff, sentry

Намерение: ищу работу в роли back-end разработчика. Разработка новой архитектуры, code review, refactoring.

Операционные системы: linux, freebsd, windows","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Интернет""]",https://hh.ru/resume/59449a030000c0d4fb0039ed1f4f79364e616d?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
